rank	file	title	author	subtitle
1	2017.txt	2017	Donald Trump
2	2016.txt	2016	Barack Obama
3	2015.txt	2015	Barack Obama
4	2014.txt	2014	Barack Obama
5	2013.txt	2013	Barack Obama
